PRID,HONU,HBUP,HBDE,DIAH,DIAP,HODE,SCMO,SCDR,STTY,MINA,SDTO,STPC,CLPC,PSCL,PHAQ,PHKC,ELCO,EXCA,EXMG,EXNA,EXCK,EXAL,EXAC,CECS,TOTC,TOTN,TCEQ,GYPS,BULK,WR17,WR20,WR25,WR37,WR42,LATI,LNGI,LABO,ELEV
EE0044PRN02,1,0,8,,OR,O,10YR4/3,10YR5/3,N,N,,,,S,3,2.5,0,12,10,0.1,0.3,4.9,5.1,99.8,384,12,0,0,0.12,,,,,,58.95,22.72,EE001,15
EE0044PRN02,2,8,30,AL,,E,5Y7/1,10YR7/1,N,N,95,2,3,S,3.6,3.5,0,1,0.2,0,0,0.5,0.5,2.7,1,0.1,0,0,1.6,35,20,18,10,3,58.95,22.72,EE001,15
EE0044PRN02,3,30,50,SP,,Bh,10YR3/2,7.5YR4/4,N,N,94,2,4,S,4.1,4,0,0.6,0.4,0,0,1.2,1.2,7.1,18,0.6,0,0,1.5,33,22,20,12,5,58.95,22.72,EE001,15
EE0044PRN02,4,50,80,,GL,Bc,10YR5/3,2.5Y6/4,N,N,95,2,3,S,4.5,4.4,0,0.4,0.1,0.1,0.1,0.4,0.4,3.3,2,0.1,0,0,1.6,32,16,15,9,1,58.95,22.72,EE001,15
EE0044PRN02,5,80,120,,GL,Cg,10YR6/4,2.5Y7/3,N,N,97,1,2,S,4.8,4.6,-0.1,0.2,0.1,0.1,0.1,0.1,0.1,3.1,,,0,0,1.6,32,15,14,8,1,58.95,22.72,EE001,15
EE0044PRT14,1,0,6,,,Oh,10YR4/3,10YR5/3,N,N,,,,S,3.1,2.6,0,12,10,0.1,0.3,6.7,6.8,99.8,392,12,0,0,0.12,,,,,,59.03,22.67,EE001,20
EE0044PRT14,2,6,15,AL,,E,5Y7/1,2.5Y8/1,N,V,98,1,1,S,3.8,3.4,0,0.4,0.2,0,0,0.2,0.2,1.7,1,,0,0,1.6,35,29,25,16,2,59.03,22.67,EE001,20
EE0044PRT14,3,15,30,AL,,E,5Y7/1,5Y8/1,N,V,96,2,2,S,3.8,3.6,0,,,,,0.1,0.1,0.7,1,,0,0,1.6,35,29,25,16,1,59.03,22.67,EE001,20
EE0044PRT14,4,30,90,,,Bs,7.5YR6/6,10YR7/6,N,F,97,1,2,S,4.4,4,0,0.3,0.2,0,0,0.4,0.4,0.7,,,0,0,1.6,35,29,25,16,1,59.03,22.67,EE001,20
EE0044PRT14,5,90,150,,,C,10YR6/4,10YR8/3,N,V,98,2,0,S,4.4,3.6,0,0.3,0.1,0,0,0.1,0.1,0.1,,,0,0,1.6,35,29,26,16,1,59.03,22.67,EE001,20
EE0044RR044,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.92,22.67,EE001,0
EE0045RR045,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.83,23.75,EE001,0
EE0047RR047,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,59,23.32,EE001,0
EE0050RR050,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.98,22.72,EE001,0
EE0052R1577,1,5,15,AL,,E,5Y7/1,2.5Y8/1,N,N,97,2,1,S,4.1,3.7,0,0.4,1.5,0,0.1,0.3,0.3,3.9,3,0.1,0,0,1.6,35,20,19,10,2,58.15,26.88,EE001,80
EE0052R1577,2,15,20,SP,,Bh,10YR3/3,10YR5/3,N,N,96,2,2,S,4.3,4,0,0.3,0.1,0,0,1,1.1,7.1,8,0.2,0,0,1.5,34,20,20,11,1,58.15,26.88,EE001,80
EE0052R1577,3,20,50,,,Bw,7.5YR6/6,10YR7/6,N,N,96,2,2,S,4.5,4.3,0,0.6,0.3,0,0,0.4,0.4,2.6,1,,0,0,1.6,34,17,16,9,1,58.15,26.88,EE001,80
EE0052R1577,4,50,90,,,BC,10YR6/4,10YR7/3,N,N,98,1,1,S,5.3,5,-0.1,0.4,1,0,0,0.4,0.4,2.4,1,,0,0,1.6,32,15,14,8,1,58.15,26.88,EE001,80
EE0052R1577,5,90,120,,,C,10YR7/4,10YR8/3,N,N,99,0,1,S,5.5,5.2,-0.1,0.8,0.6,0,0,0.1,0.1,2.2,,,0,0,1.6,32,15,14,8,1,58.15,26.88,EE001,80
EE0052R1577,6,120,150,,,C,10YR7/3,10YR8/2,N,N,97,2,1,S,5.5,5.2,-0.1,0.6,0.6,0,0,0.3,0.3,2,,,0,0,1.6,32,15,14,8,1,58.15,26.88,EE001,80
EE0052R1781,1,0,25,MO,,Ah,10YR2/1,10YR3/2,G,F,49,43,8,L,7,6.4,-0.1,23.3,11,0.2,0.1,0.1,0.2,38.1,79,7,7,0,0.93,53,46,40,36,20,58.8,26.75,EE001,40
EE0052R1781,2,25,75,,GL,Bw,5Y5/1,5Y7/1,A,F,42,46,12,L,7.2,6.4,-0.1,3.1,2.6,0,0.2,0,0,6.6,2,1.2,12,,1.72,33,29,26,23,9,58.8,26.75,EE001,40
EE0052R1781,3,75,100,,CO,Cg,5GY5/1,5GY6/2,A,C,34,48,18,L,7.2,7,-0.1,12.5,2.7,0.1,0.2,0,0,17,,,144,,1.78,31,29,25,22,7,58.8,26.75,EE001,40
EE0052R1797A,1,0,25,MO,,Ap,10YR4/3,10YR,G,C,59,32,9,SL,6.5,5.8,-0.1,6.3,0.1,0.2,0.1,,,9.6,12,1.3,6,0,1.43,41,33,28,24,4,58.37,26.67,EE001,70
EE0052R1797A,2,25,50,,GL,Ec,10YR6/4,10YR7/4,G,C,62,30,8,SL,6.9,6,-0.1,2.3,8,0.2,0.1,,,5.2,2,0.5,8,0,1.6,36,29,23,19,3,58.37,26.67,EE001,70
EE0052R1797A,3,50,90,AR,TO,Bt,5YR4/4,5YR5/4,B,C,53,27,20,SCL,6.9,6.2,-0.1,3.9,0.4,0.2,0.2,,,6.8,1,0.4,11,0,1.7,31,24,21,17,5,58.37,26.67,EE001,70
EE0052R1797A,4,90,150,,CO,C,5YR4/4,5YR5/4,A,C,59,24,17,SCL,6.5,6.2,-0.1,3.8,0.7,0.2,0.1,,,6.6,,,38,0,1.71,30,23,20,16,4,58.37,26.67,EE001,70
EE0052R1818,1,0,20,OC,,A,10YR3/3,10YR5/3,G,F,48,43,9,L,4.4,3.7,0,2.1,0.3,0.2,0.1,1.5,1.6,5.4,19,1.2,0,0,1.18,50,45,40,34,5,58.13,27.22,EE001,50
EE0052R1818,2,20,35,,FA,Bw,7.5YR4/6,7.5YR6/6,G,F,48,43,9,L,5.1,4.6,-0.1,0.7,0.4,0.2,0.1,0.7,0.7,5,4,0.5,0,0,1.3,46,39,35,29,3,58.13,27.22,EE001,50
EE0052R1818,3,35,50,,GL,Er,7.5YR7/3,7.5YR8/2,G,C,82,13,5,LS,6.1,4.7,-0.1,0.4,0.4,0.2,0.1,,,1.9,1,0.2,,0,1.65,34,27,22,19,2,58.13,27.22,EE001,50
EE0052R1818,4,50,100,AR,TO,Bt,5YR4/4,7.5YR5/4,B,C,61,18,21,SCL,5.7,4.9,-0.1,3.4,2,0.2,0.1,0.3,0.3,7.5,1,0.3,,0,1.81,28,24,20,17,5,58.13,27.22,EE001,50
EE0052R1818,5,100,150,,,C,5YR4/4,7.5YR5/4,A,C,60,22,18,SL,6.4,5.6,-0.1,3.9,3.2,0.1,0.1,0.3,0.3,9.1,,,10,0,1.79,29,25,21,18,4,58.13,27.22,EE001,50
EE0052R1819,1,0,20,OC,,Ap,10YR4/3,10YR5/3,B,V,40,46,14,L,6,5.2,-0.1,5.4,2.1,0.1,0.5,0.1,0.1,12,18,2,,0,1.44,39,33,27,22,5,57.85,27.2,EE001,90
EE0052R1819,2,20,25,AL,GL,Ec,10YR6/2,10YR7/2,B,V,34,47,19,L,5.2,4.3,-0.1,2.5,1.2,0.1,0.2,0.2,0.2,6.9,5,1,0,0,1.5,38,32,26,21,5,57.85,27.2,EE001,90
EE0052R1819,3,25,45,AR,,Bt,5YR4/4,5YR5/4,G,V,22,29,49,C,5,4,-0.1,7.5,5.7,0.2,0.4,1.1,1.2,17.9,3,0.4,0,0,1.64,33,27,21,16,12,57.85,27.2,EE001,90
EE0052R1819,4,45,75,AR,,Bt,5YR4/4,5YR5/4,G,V,32,31,37,CL,5.2,4.3,-0.1,7.5,5.1,0.2,0.3,0.3,0.3,15.9,2,0.4,0,0,1.7,31,25,20,16,9,57.85,27.2,EE001,90
EE0052R1819,5,75,100,,,BC,5YR4/4,5YR5/4,A,F,37,26,37,CL,5.5,4.9,-0.1,9,5.7,0.2,0.3,0.2,0.2,16.7,,,0,0,1.73,31,25,20,16,9,57.85,27.2,EE001,90
EE0052R1819,6,100,150,,CO,C2,7.5YR5/4,7.5YR6/6,A,C,67,20,13,SL,7.5,7.1,-0.1,9.2,1.3,0.2,0.1,0,0,9.2,1.3,,63,,1.65,32,26,22,17,4,57.85,27.2,EE001,90
EE0052R1820,1,0,20,MO,,A,5YR2.5/1,5YR3/2,G,F,24,56,20,SIL,5.4,4.4,-0.1,4.6,4,0.1,0.3,0.4,0.5,18.5,28,1.6,0,0,1.4,39,33,27,22,5,57.75,27.25,EE001,50
EE0052R1820,2,20,35,CB,GL,Bw,5YR4/3,5YR5/3,G,F,17,33,50,C,5,3.9,-0.1,5.2,6.7,0.1,0.5,1.3,1.4,17.8,8,0.4,0,0,1.64,33,27,21,16,12,57.75,27.25,EE001,50
EE0052R1820,3,35,90,CB,GL,Bg,5YR5/3,5YR6/3,A,F,24,31,45,C,6.2,5.5,-0.1,10.1,7.7,0.1,0.5,0.1,0.1,20.8,2,0.3,12,0,1.7,31,25,20,16,9,57.75,27.25,EE001,50
EE0052R1820,4,90,150,,CO,Cg,5YR6/2,5YR6/3,A,C,28,37,35,CL,7.2,6.8,-0.1,18.8,4,0.1,0.3,0,0,23.2,,,75,,1.65,32,26,22,17,4,57.75,27.25,EE001,50
EE0052R1882,1,3,9,AL,,E,10YR4/2,10YR5/2,N,V,92,7,1,S,3.5,3.1,0,0.2,0.1,0,0.1,1.7,1.8,8.3,25,0.6,0,0,1.3,41,34,28,27,3,58.03,27.05,EE001,76
EE0052R1882,2,9,12,SP,,Bh,10YR3/3,10YR5/3,N,V,90,7,3,S,3.8,3.7,0,0.1,0.1,0,0.1,2,2.1,9.6,14,0.5,0,0,1.5,37,30,25,23,2,58.03,27.05,EE001,76
EE0052R1882,3,12,22,,,Bs,7.5YR6/6,10YR7/6,N,N,91,7,2,S,4.8,4.5,-0.1,0.2,0,0,0.1,0.3,0.3,3.2,5,0.4,0,0,1.6,35,29,25,23,1,58.03,27.05,EE001,76
EE0052R1882,4,22,35,,,B,10YR5/4,10YR6/4,N,N,93,5,2,S,5.3,4.7,-0.1,0.1,0,0,0.1,0.1,0.1,4.3,2,0.2,0,0,1.6,35,29,25,23,1,58.03,27.05,EE001,76
EE0052R1882,5,35,70,,,BC,10YR6/4,10YR7/3,N,N,94,5,1,S,5.3,4.7,-0.1,0.2,0,0,0.1,0.1,0.1,1.6,2,0.1,0,0,1.6,35,29,25,23,1,58.03,27.05,EE001,76
EE0052R1882,6,70,150,,,C,10YR7/3,10YR8/2,N,N,99,1,0,S,5.6,4.8,-0.1,0.2,0,0,0.1,0.1,0.1,1,,,,0,1.6,35,29,25,23,1,58.03,27.05,EE001,76
EE0052R1986,1,0,10,MO,,A,10YR3/3,10YR4/3,B,C,54,38,8,SL,5,4.8,-0.1,10,4.6,0.1,0.3,0.1,0.1,24.3,49,3,0,0,0.94,57,47,41,36,8,58.42,26.58,EE001,55
EE0052R1986,2,10,17,MO,,A,10YR4/3,10YR5/3,G,C,54,39,7,SL,5.3,5,-0.1,5.6,2.3,0.1,0.1,,,12.8,24,2,0,0,1.22,47,36,34,29,6,58.42,26.58,EE001,55
EE0052R1986,3,17,25,,FA,Bw,7.5YR5/6,7.5YR6/5,G,C,54,39,7,SL,5.8,5.3,-0.1,4.3,3.4,0.1,0.6,,,10.6,10,1,,0,1.34,44,34,31,26,4,58.42,26.58,EE001,55
EE0052R1986,4,25,36,,TC,Ew,7.5YR6/6,7.5YR6/4,G,C,55,37,8,SL,5.8,5.3,-0.1,4.1,1.9,0.1,0.1,,,8.1,6,1,,0,1.48,39,29,25,23,3,58.42,26.58,EE001,55
EE0052R1986,5,36,55,,IN,E,7.5YR7/3,7.5YR7/2,G,C,58,32,10,SL,6,5.5,-0.1,3.1,1.4,0.1,0.1,0.2,0.2,5.6,4,0.2,,0,1.6,36,26,23,19,3,58.42,26.58,EE001,55
EE0052R1986,6,55,100,AR,TO,Bt,5YR4/4,5YR5/4,B,C,49,28,23,SCL,6.7,6,-0.1,10,4.3,0.1,0.2,0.1,0.1,15.2,2,,11,0,1.67,33,23,22,19,6,58.42,26.58,EE001,55
EE0052R1986,7,100,150,,CO,C,5YR4/4,5YR5/4,A,M,54,30,16,SL,7.3,6.8,-0.1,11.4,1.5,0.1,0.1,0,0,13.1,,,107,,1.66,33,23,20,17,4,58.42,26.58,EE001,55
EE0052RR052,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.28,27.03,EE001,0
EE0053RR053,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.93,24.63,EE001,0
EE0055RR055,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.78,26.93,EE001,0
EE0056PRN08,1,0,20,MO,OR,Ah,10YR2/1,10YR3/2,N,N,93,3,4,S,5.7,5.6,-0.1,2.4,1,0.1,0.1,,,4.3,96,17,,0,0.75,60,52,45,43,14,58.92,22.75,EE001,12
EE0056PRN08,2,20,60,,GL,Cg,2.5Y7/2,2.5Y8/1,N,N,95,3,2,S,7,5.9,-0.1,2,0.7,0.1,0.1,,,3.2,2,0.2,,0,1.6,39,33,28,23,1,58.92,22.75,EE001,12
EE0056PRN08,3,60,100,,GL,G,5GY7/1,5GY8/1,N,N,98,1,1,S,6.9,6.2,-0.1,0.7,0.3,0.1,0,,,1.3,,,,0,1.6,37,31,25,23,1,58.92,22.75,EE001,12
EE0056RR056,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.85,22.63,EE001,0
EE0057RR057,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.87,26.22,EE001,0
EE0059R1656,1,0,15,MO,,A,10YR3/2,10YR4/2,B,C,44,46,10,L,6.8,6.3,-0.1,9.9,0.9,0.1,0.1,,,13.3,20,2,10,0,1.36,42,37,35,30,7,58.73,26.25,EE001,78
EE0059R1656,2,15,25,MO,,A,10YR3/3,10YR4/2,B,C,45,42,13,L,6.8,6.3,-0.1,7.4,1.8,0.1,0.1,,,10.5,16,2,8,0,1.43,40,34,33,27,7,58.73,26.25,EE001,78
EE0059R1656,3,25,50,CB,FA,Bt,10YR4/6,10YR5/4,B,C,48,24,28,SCL,7,6.3,-0.1,11.5,2.8,0.1,0.1,,,15.4,4,1,24,0,1.48,40,33,32,26,7,58.73,26.25,EE001,78
EE0059R1656,4,50,100,,CO,C,10YR6/4,10YR8/3,M,M,50,33,17,L,7.2,6.5,-0.1,10,1,0.1,0.1,0,0,11.2,,,229,,1.8,30,25,22,21,7,58.73,26.25,EE001,78
EE0059R1811,1,0,25,MO,,A,10YR3/2,10YR4/2,B,C,44,47,9,L,6.3,5.4,-0.1,5.7,0.8,0.1,0.2,,,9.4,14,1.4,13,0,1.39,43,33,30,29,5,58.9,25.63,EE001,70
EE0059R1811,2,25,40,,,Ew,10YR5/4,10YR7/2,G,C,53,39,8,SL,6.4,5.5,-0.1,3.6,0.5,0.1,0.1,,,5.8,4,0.4,9,0,1.48,40,30,24,20,4,58.9,25.63,EE001,70
EE0059R1811,3,40,75,AR,,Bt,10YR4/6,10YR5/4,B,C,50,34,16,L,7.2,6.8,-0.1,7.2,0.8,0.1,0.1,0,0,9.3,3,0.3,32,,1.56,37,27,23,20,4,58.9,25.63,EE001,70
EE0059R1811,4,75,150,,CO,C,10YR6/4,10YR8/3,A,M,52,38,10,L,7.8,7.5,-0.1,9,0.5,0.1,0.1,0,0,9.7,,,209,,1.7,31,23,21,18,4,58.9,25.63,EE001,70
EE0059RR059,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.63,26,EE001,0
EE0060RR060,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.87,26.47,EE001,0
EE0061R1900,1,0,10,MO,CO,A,10YR2/1,10YR3/1,G,C,75,16,9,SL,6.9,6.7,-0.1,31.3,5.2,0.2,0.4,,,37.1,82,5,35,0,0.8,60,52,45,43,14,58.8,23,EE001,3
EE0061R1900,2,10,20,MO,CO,A,10YR2/2,10YR3/1,B,M,86,4,10,SL,7.3,7.1,-0.1,20.5,2.4,0.1,0.2,0,0,23.2,48,3,70,,1,55,47,42,40,7,58.8,23,EE001,3
EE0061R1900,3,20,27,MO,CO,A,10YR3/1,10YR4/1,G,M,82,7,11,LS,7.3,7,-0.1,17.5,1.7,0.1,0,0,0,19.3,28,2,100,,1.2,48,40,34,32,7,58.8,23,EE001,3
EE0061R1900,4,27,100,,GL,Cg,5GY5/1,5GY7/1,M,A,58,33,9,SL,7.6,7.1,-0.1,13.3,1,0.1,0.1,0,0,14.5,,,150,,1.6,35,26,21,16,2,58.8,23,EE001,3
EE0061R1901,1,0,16,MO,CO,A,10YR2/1,7.5YR2.5/1,B,C,84,6,10,LS,6.9,6.7,-0.1,30,6.5,0.2,0.4,,,38,78,6,71,0,0.8,60,52,45,43,14,58.75,23.1,EE001,7
EE0061R1901,2,16,24,MO,CO,A,7.5YR2.5/3,7.5YR3/2,G,M,83,5,12,LS,7.4,6.9,-0.1,30,6,0.1,0.3,0,0,36.4,37,3,100,,1,55,47,42,40,7,58.75,23.1,EE001,7
EE0061R1901,3,24,100,,CO,C,10YR6/2,10YR7/2,M,A,97,1,2,S,7.6,7,-0.1,9,0.6,0.1,0.1,0,0,9.8,,,146,,1.6,35,26,21,16,1,58.75,23.1,EE001,7
EE0062RR062,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.73,26.45,EE001,0
EE0065RR065,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.68,23.67,EE001,0
EE0066RR066,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.55,24.37,EE001,0
EE0067RR067,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.63,26.9,EE001,0
EE0068RR068,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.6,26.3,EE001,0
EE0069RR069,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.47,23.78,EE001,0
EE0070PRM01,1,0,15,MO,CO,A,5YR2.5/1,7.5YR3/1,B,M,70,24,6,SL,6.8,6.2,-0.1,23.2,12,0.3,1,,,38,99,10,24,0,0.8,60,52,45,43,14,58.62,23.22,EE001,26
EE0071R1803,1,0,15,MO,,A,10YR3/2,10YR4/2,B,C,59,33,8,SL,6.6,6.3,-0.1,7.4,2.6,0.1,0.1,,,12.5,31,3,14,0,1.1,50,44,43,38,7,58.6,24.12,EE001,33
EE0071R1803,2,15,25,MO,,A,10YR3/3,10YR4/3,B,C,64,25,11,SL,6.4,5.8,-0.1,4,2.6,0.1,0.1,,,9.7,23,2,10,0,1.12,50,44,43,37,7,58.6,24.12,EE001,33
EE0071R1803,3,25,35,CB,FA,Bt,10YR4/4,10YR4/6,B,C,61,23,16,SL,5.9,5.4,-0.1,4.2,2.7,0.1,0.1,,,8.9,11,1,7,0,1.37,37,30,30,24,6,58.6,24.12,EE001,33
EE0071R1803,4,35,45,CB,,Bt,10YR4/4,10YR5/4,B,C,57,22,21,SCL,6.2,5.6,-0.1,5.4,3.3,0.1,0.1,,,10.5,5,1,7,0,1.5,38,30,30,24,6,58.6,24.12,EE001,33
EE0071R1803,5,45,60,AR,,Bt,10YR4/4,10YR5/4,B,C,56,22,22,SCL,7.4,6.6,-0.1,7.3,3.3,0.1,0.1,0,0,11.5,6,1,17,,1.56,36,29,29,23,6,58.6,24.12,EE001,33
EE0071R1803,6,60,100,,CO,C,10YR6/4,10YR7/4,M,M,47,43,10,L,7.9,7.4,-0.1,9,1,0.1,0.1,0,0,10.2,,,199,,1.74,30,23,22,16,5,58.6,24.12,EE001,33
EE0071RR071,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.63,24.12,EE001,0
EE0072R0104,1,0,20,MO,OR,Ah,10YR2/1,10YR3/2,B,N,25,45,30,CL,5.2,3.8,-0.1,4.3,7.3,0.2,0.4,1.6,1.7,30.2,58,5,0,0,1.22,43,38,37,30,13,58.48,24.57,EE001,15
EE0072R0104,2,20,30,,,Bw,5Y5/1,5Y6/2,A,N,2,26,72,C,5.2,3.9,-0.1,7.8,15.8,0.3,0.4,0.3,0.3,31.5,9,1,0,0,1.46,41,37,36,29,14,58.48,24.57,EE001,15
EE0072R0104,3,30,90,,GL,G,5GY5/1,5Y7/1,A,N,5,19,76,C,5.6,4.6,-0.1,17.8,25.8,0.5,0.5,0.4,0.4,47.8,,,,0,1.48,41,37,36,29,15,58.48,24.57,EE001,15
EE0072R0104,4,90,150,,GL,G,5Y6/1,5Y7/1,A,N,1,19,80,C,6.5,5.6,-0.1,16.2,18.2,0.5,0.5,,,36.3,,,,0,1.5,40,36,35,28,16,58.48,24.57,EE001,15
EE0073R1638,1,0,10,MO,,A,7.5YR3/3,10YR4/3,B,F,69,16,15,SL,6.2,6,-0.1,15,1.8,0.2,0.1,,,23.6,42,4,17,0,1.35,40,35,32,30,9,58.4,22.67,EE001,24
EE0073R1638,2,10,22,MO,,A,7.5YR3/2,10YR4/4,B,F,76,12,12,SL,6.2,6,-0.1,8.3,1.3,0.2,0.1,,,13.3,20,2,13,0,1.4,40,34,32,28,5,58.4,22.67,EE001,24
EE0073R1638,3,22,40,CB,GL,Bg,7.5YR3/4,10YR5/4,A,C,59,12,29,SCL,7,6.5,-0.1,17.3,2.6,0.2,0.2,,,22.2,8,1,16,0,1.5,37,30,26,22,8,58.4,22.67,EE001,24
EE0073R1638,4,40,100,,CO,Cg,10YR6/4,10YR7/2,A,M,32,19,49,C,7.7,7,-0.1,30,4,0.3,0.3,0,0,34.6,,,100,,1.5,39,31,25,23,12,58.4,22.67,EE001,24
EE0073RR073,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.5,22.62,EE001,0
EE0074RR074,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.6,24.73,EE001,0
EE0076R1621,1,0,20,MO,,A,10YR3/1,7.5YR3/3,N,N,87,10,3,S,6.2,5.3,-0.1,5.3,2.1,0.1,0,0.1,0.2,11.5,27,3,1.4,0,1.18,49,40,38,30,3,58.4,24.42,EE001,0
EE0076R1621,2,20,40,,,Br,2.5Y6/6,5Y7/6,N,N,96,3,1,S,7,6.3,-0.1,0.7,0.2,0,0,,,1.3,1,,1,0,1.48,39,39,28,23,1,58.4,24.42,EE001,0
EE0076R1621,3,40,90,,GL,Cg,5GY8/1,5GY8/1,N,N,96,3,1,S,7.3,6.9,-0.1,0.7,0.7,0,0,0,0,1.4,,,11.2,,1.54,37,31,25,23,1,58.4,24.42,EE001,0
EE0076R1621,4,90,150,,GL,G,5GY5/1,5GY7/1,N,N,92,5,3,S,7.3,6.8,-0.1,1,1.2,0,0,0,0,2.3,,,14.7,,1.7,31,24,23,18,1,58.4,24.42,EE001,0
EE0076R1783,1,0,10,HI,,H1,,,N,N,,,,,4.1,3.2,0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,309,10,0,0,0.12,,,,,,58.17,24.83,EE001,32
EE0076R1783,2,10,20,,OR,H2,,,N,N,,,,,4.3,3.4,0,13.3,14.3,0.1,0.3,-0.1,-0.1,44,346,26,0,0,0.37,,,,,,58.17,24.83,EE001,32
EE0076R1783,3,20,35,AL,,E,5Y7/1,,N,N,97,3,0,S,4.3,3.4,0,0.1,1.1,0,0,0.4,0.5,5,4,0.2,0,0,1.6,35,18,18,10,3,58.17,24.83,EE001,32
EE0076R1783,4,35,50,SP,,Bh,10YR3/2,10YR4/2,N,N,91,6,3,S,4.4,3.5,0,0.4,0.6,0,0,3.2,3.3,29,39,1,0,0,1.5,33,22,18,12,5,58.17,24.83,EE001,32
EE0076R1783,5,50,60,SP,,Bhc,7.5YR4/4,7.5YR5/3,N,N,97,1,2,S,5,4.1,-0.1,0.8,0.4,0,0,2.1,2.1,15.6,21,1,0,0,1.6,32,15,14,9,1,58.17,24.83,EE001,32
EE0076R1783,6,60,80,,GL,Br,7.5YR7/4,7.5YR7/3,N,N,98,1,1,S,5.3,4.4,-0.1,0.4,0.1,0,0,0.5,0.5,5.3,5,0.2,0,0,1.6,32,15,14,8,1,58.17,24.83,EE001,32
EE0076R1783,7,80,111,,GL,Bg,5Y6/4,5Y7/3,N,N,99,0,1,S,5.7,4.6,-0.1,0.2,0.5,0,0,,,3,1,,,0,1.6,32,15,14,8,1,58.17,24.83,EE001,32
EE0076R1783,8,110,150,,GL,G,5Y7/1,5Y8/1,N,N,100,0,0,S,5.8,4.7,-0.1,0.2,0.2,0,0,,,3.2,,,,0,1.6,32,15,14,8,1,58.17,24.83,EE001,32
EE0076R1923,1,0,25,MO,,Ah,5YR2.5/1,5YR3/2,G,F,55,35,10,SL,5.7,5.2,-0.1,17,7.6,0.1,0.2,0.1,0.2,35.4,66,4.5,,0,1,53,46,40,36,20,58.02,24.68,EE001,56
EE0076R1923,2,25,45,,GL,Go,5GY6/2,2.5Y7/2,G,F,61,25,14,SL,5.7,4.9,-0.1,4.4,1,0.1,0.1,,0.1,8.1,5,0.7,,0,1.7,33,29,26,23,9,58.02,24.68,EE001,56
EE0076R1923,3,45,65,,GL,Br,2.5Y5/3,2.5Y6/4,A,F,48,28,24,SCL,6.4,5.4,-0.1,3.6,0.3,0.1,0.2,,,5.5,,,9,0,1.7,33,29,26,23,9,58.02,24.68,EE001,56
EE0076R1923,4,65,100,,CO,CG,2.5YR6/4,2.5YR7/6,A,F,48,30,22,L,7.1,6.1,-0.1,4.3,4.8,0.7,0.6,0,0,11,,,120,,1.7,33,29,25,23,9,58.02,24.68,EE001,56
EE0076RR076,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.17,24.57,EE001,0
EE0078R1785,1,0,10,MO,,A,10YR3/2,10YR4/2,B,F,74,15,11,SL,6.8,6.1,-0.1,19,9.1,0.1,0.1,,,31,42,4,20,0,1.05,51,43,39,35,8,58.53,23.97,EE001,18
EE0078R1785,2,10,25,MO,,A,10YR3/3,10YR4/2,B,F,75,14,11,SL,6.9,6.2,-0.1,19,12,0.1,0.1,,,33.7,33,3,15,0,1.15,50,43,38,35,5,58.53,23.97,EE001,18
EE0078R1785,3,25,55,CB,GL,Bw,10YR4/6,10YR5/4,B,F,51,24,25,SCL,7.2,6.4,-0.1,11.5,5,0.3,0.1,0,0,18.1,6,1,39,,1.6,36,31,28,26,6,58.53,23.97,EE001,18
EE0078R1785,4,55,100,,CO,Cg,10YR6/4,10YR8/3,M,M,40,38,22,L,7.8,7.3,-0.1,14,1.5,0.1,0.1,0,0,15.7,,,274,,1.75,30,26,24,23,6,58.53,23.97,EE001,18
EE0078RR078,1,0,150,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.57,24.1,EE001,0
EE0079RR079,1,0,200,,,H,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,58.53,26.1,EE001,0
